192,66066
192.1,65448
192.2,65551
192.3,65787
192.4,66010
192.5,65073
192.6,64980
192.7,65303
192.8,65533
192.9,64934
193,65164
193.1,65688
193.2,65507
193.3,65420
193.4,65006
193.5,64446
193.6,64476
193.7,64567
193.8,64803
193.9,64564
194,64863
194.1,64830
194.2,64890
194.3,64894
194.4,64801
194.5,65205
194.6,64989
194.7,64707
194.8,64861
194.9,64427
195,64642
195.1,64599
195.2,64496
195.3,64786
195.4,64959
195.5,64518
195.6,64768
195.7,65287
195.8,65408
195.9,65392
196,65250
196.1,65504
196.2,65035
196.3,64793
196.4,65080
196.5,65277
196.6,65604
196.7,65759
196.8,66180
196.9,66543
197,66856
197.1,67170
197.2,68191
197.3,68951
197.4,69856
197.5,71250
197.6,72260
197.7,74423
197.8,76244
197.9,78898
198,81761
198.1,84624
198.2,88682
198.3,92442
198.4,96273
198.5,99521
198.6,103715
198.7,107157
198.8,110210
198.9,113027
199,115459
199.1,118607
199.2,119325
199.3,121948
199.4,123843
199.5,125069
199.6,127079
199.7,127807
199.8,128517
199.9,128342
200,126805
200.1,124172
200.2,121185
200.3,116810
200.4,111887
200.5,106842
200.6,101190
200.7,95868
200.8,90557
200.9,85855
201,81790
201.1,78110
201.2,74788
201.3,71580
201.4,69896
201.5,68195
201.6,67589
201.7,66481
201.8,65603
201.9,65116
202,64643
202.1,64733
202.2,64477
202.3,64342
202.4,63994
202.5,64183
202.6,63983
202.7,63762
202.8,64074
202.9,63439
203,64057
203.1,64654
203.2,63894
203.3,63815
203.4,63766
203.5,63727
203.6,63622
203.7,63616
203.8,64042
203.9,63793
204,63720
204.1,63110
204.2,63098
204.3,63640
204.4,63788
204.5,63884
204.6,63766
204.7,63500
204.8,63240
204.9,63035
205,63524

